fitness,benefit,cost,litterSize,numLost,numFixed,numTotal,percentFixed
-0.006,0.195,0.1,4,999175,35,999210,3.502767186077001e-5
-0.006,0.195,0.1,6,1010182,38,1010220,3.761556888598523e-5
-0.006,0.195,0.1,8,684658,22,684680,3.213179879651808e-5
-0.006,0.195,0.1,10,995557,23,995580,2.310211133208783e-5
-0.006,0.196,0.1,2,1005594,6,1005600,5.966587112171838e-6
-0.006,0.196,0.1,4,999149,61,999210,6.104822810019916e-5
-0.006,0.196,0.1,6,1010172,48,1010220,4.751440280334976e-5
-0.006,0.196,0.1,8,684655,25,684680,3.6513407723316e-5
-0.006,0.196,0.1,10,995550,26,995576,2.6115535127403635e-5
-0.006,0.197,0.1,2,1005596,4,1005600,3.9777247414478914e-6
-0.006,0.197,0.1,4,999126,84,999210,8.406641246584802e-5
-0.006,0.197,0.1,6,1010144,70,1010214,6.929224896903033e-5
-0.006,0.197,0.1,8,684641,39,684680,5.696091604837296e-5
-0.006,0.197,0.1,10,995529,41,995570,4.118243820123146e-5
-0.006,0.198,0.1,2,1005592,8,1005600,7.955449482895783e-6
-0.006,0.198,0.1,4,999094,116,999210,1.1609171245283774e-4
-0.006,0.198,0.1,6,1010119,91,1010210,9.008028033775155e-5
-0.006,0.198,0.1,8,684625,55,684680,8.03294969912952e-5
-0.006,0.198,0.1,10,995496,74,995570,7.432927870466166e-5
-0.006,0.199,0.1,2,1005594,6,1005600,5.966587112171838e-6
-0.006,0.199,0.1,4,999055,155,999210,1.5512254681198146e-4
-0.006,0.199,0.1,6,1010115,95,1010210,9.403985309985053e-5
-0.006,0.199,0.1,8,684621,59,684680,8.617164222702576e-5
-0.006,0.199,0.1,10,995481,89,995570,8.939602438803902e-5
-0.006,0.2,0.1,2,1005593,7,1005600,6.961018297533811e-6
-0.006,0.2,0.1,4,998989,221,999210,2.2117472803514777e-4
-0.006,0.2,0.1,6,1010057,153,1010210,1.514536581502856e-4
-0.006,0.2,0.1,8,684598,82,684680,1.1976397733247649e-4
-0.006,0.2,0.1,10,995472,98,995570,9.843607179806544e-5
-0.006,0.201,0.1,2,1015152,4,1015156,3.940281099653649e-6
-0.006,0.201,0.1,4,1008457,313,1008770,3.1027885444650415e-4
-0.006,0.201,0.1,6,1019552,218,1019770,2.137736940682703e-4
-0.006,0.201,0.1,8,694130,110,694240,1.5844664669278636e-4
-0.006,0.201,0.1,10,1004996,134,1005130,1.3331608846616855e-4
0,0.195,0.1,2,1005667,3,1005670,2.9830859029303846e-6
